EOM,idx,id,customer_id,switches,value,switch_start,switch_end
2022-01-31,12,69,1166,4,101,2022-01-10,2022-12-31
2022-01-31,13,69,1166,4,101,2022-01-10,2022-12-31
2022-01-31,14,69,1166,4,101,2022-01-10,2022-12-31
2022-01-31,15,69,1166,4,101,2022-01-10,2022-12-31
2022-01-31,16,69,1166,4,101,2022-01-10,2022-12-31
2022-01-31,17,69,1166,4,101,2022-01-10,2022-12-31
2022-01-31,18,69,1166,4,101,2022-01-10,2022-12-31
2022-01-31,19,69,1166,4,101,2022-01-10,2022-12-31
2022-01-31,20,69,1166,4,101,2022-01-10,2022-12-31
2022-01-31,21,69,1166,4,101,2022-01-10,2022-12-31
2022-01-31,22,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,23,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,24,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,25,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,26,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,27,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,28,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,29,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,30,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,31,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,32,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,33,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,34,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,35,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,36,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,37,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,38,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,39,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,40,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,41,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,42,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,43,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,44,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,45,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,46,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,47,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,48,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,49,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,50,1,1111,5,99.9,2022-01-10,2022-12-31
2022-02-28,23,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,24,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,25,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,26,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,27,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,28,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,29,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,30,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,31,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,32,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,33,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,34,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,35,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,36,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,37,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,38,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,39,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,40,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,41,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,42,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,43,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,44,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,45,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,46,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,47,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,48,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,49,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,50,18,1120,5,99.9,2022-01-10,2022-12-31
2022-02-28,23,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,24,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,25,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,26,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,27,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,28,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,29,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,30,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,31,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,32,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,33,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,34,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,35,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,36,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,37,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,38,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,39,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,40,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,41,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,42,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,43,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,44,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,45,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,46,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,47,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,48,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,49,69,1166,4,101,2022-01-10,2022-12-31
2022-02-28,50,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,51,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,52,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,53,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,54,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,55,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,56,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,57,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,58,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,59,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,60,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,61,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,62,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,63,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,64,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,65,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,66,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,67,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,68,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,69,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,70,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,71,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,72,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,73,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,74,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,75,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,76,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,77,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,78,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,79,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,80,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,81,1,1111,5,99.9,2022-01-10,2022-12-31
2022-03-31,51,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,52,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,53,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,54,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,55,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,56,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,57,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,58,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,59,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,60,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,61,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,62,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,63,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,64,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,65,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,66,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,67,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,68,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,69,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,70,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,71,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,72,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,73,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,74,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,75,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,76,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,77,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,78,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,79,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,80,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,81,18,1120,5,99.9,2022-01-10,2022-12-31
2022-03-31,51,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,52,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,53,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,54,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,55,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,56,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,57,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,58,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,59,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,60,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,61,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,62,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,63,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,64,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,65,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,66,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,67,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,68,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,69,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,70,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,71,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,72,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,73,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,74,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,75,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,76,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,77,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,78,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,79,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,80,69,1166,4,101,2022-01-10,2022-12-31
2022-03-31,81,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,82,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,83,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,84,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,85,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,86,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,87,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,88,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,89,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,90,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,91,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,92,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,93,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,94,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,95,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,96,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,97,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,98,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,99,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,100,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,101,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,102,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,103,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,104,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,105,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,106,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,107,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,108,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,109,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,110,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,111,1,1111,5,99.9,2022-01-10,2022-12-31
2022-04-30,82,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,83,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,84,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,85,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,86,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,87,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,88,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,89,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,90,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,91,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,92,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,93,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,94,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,95,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,96,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,97,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,98,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,99,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,100,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,101,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,102,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,103,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,104,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,105,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,106,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,107,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,108,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,109,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,110,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,111,18,1120,5,99.9,2022-01-10,2022-12-31
2022-04-30,82,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,83,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,84,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,85,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,86,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,87,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,88,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,89,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,90,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,91,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,92,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,93,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,94,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,95,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,96,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,97,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,98,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,99,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,100,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,101,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,102,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,103,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,104,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,105,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,106,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,107,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,108,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,109,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,110,69,1166,4,101,2022-01-10,2022-12-31
2022-04-30,111,69,1166,4,101,2022-01-10,2022-12-31
2022-05-31,112,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,113,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,114,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,115,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,116,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,117,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,118,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,119,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,120,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,121,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,122,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,123,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,124,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,125,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,126,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,127,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,128,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,129,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,130,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,131,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,132,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,133,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,134,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,135,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,136,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,137,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,138,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,139,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,140,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,141,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,142,1,1111,5,99.9,2022-01-10,2022-12-31
2022-05-31,112,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,113,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,114,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,115,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,116,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,117,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,118,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,119,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,120,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,121,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,122,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,123,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,124,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,125,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,126,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,127,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,128,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,129,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,130,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,131,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,132,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,133,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,134,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,135,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,136,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,137,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,138,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,139,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,140,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,141,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,142,18,1120,5,99.9,2022-01-10,2022-12-31
2022-05-31,112,69,1166,4,101,2022-01-10,2022-12-31
2022-05-31,113,69,1166,4,101,2022-01-10,2022-12-31
2022-05-31,114,69,1166,4,101,2022-01-10,2022-12-31
2022-05-31,115,69,1166,4,101,2022-01-10,2022-12-31
2022-05-31,116,69,1166,4,101,2022-01-10,2022-12-31
2022-05-31,117,69,1166,4,101,2022-01-10,2022-12-31
2022-05-31,118,69,1166,4,101,2022-01-10,2022-12-31
2022-05-31,119,69,1166,4,101,2022-01-10,2022-12-31
2022-05-31,120,69,1166,4,101,2022-01-10,2022-12-31
2022-05-31,121,69,1166,4,101,2022-01-10,2022-12-31
2022-05-31,122,69,1166,4,101,2022-01-10,2022-12-31
2022-05-31,123,69,1166,4,101,2022-01-10,2022-12-31
2022-05-31,124,69,1166,4,101,2022-01-10,2022-12-31
2022-05-31,125,69,1166,4,101,2022-01-10,2022-12-31
2022-05-31,126,69,1166,4,101,2022-01-10,2022-12-31
2022-05-31,127,69,1166,4,101,2022-01-10,2022-12-31
2022-05-31,128,69,1166,4,101,2022-01-10,2022-12-31
2022-05-31,129,69,1166,4,101,2022-01-10,2022-12-31
2022-05-31,130,69,1166,4,101,2022-01-10,2022-12-31
2022-05-31,131,69,1166,4,101,2022-01-10,2022-12-31
2022-05-31,132,69,1166,4,101,2022-01-10,2022-12-31
2022-05-31,133,69,1166,4,101,2022-01-10,2022-12-31
